trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed;session;user;user_set
447.1;False;False;12.73;16.23;;;;0;1;22;4
447.3;False;False;14.09;27.86;;;;0;1;22;4
440.1;False;False;42.42;45.13;;;15.38;18;1;22;4
440.3;False;False;35.19;45.71;;;15.83;5;1;22;4
423.3;False;False;33.75;137.32;;;;0;1;22;4
423.1;False;False;19.11;28.38;;;;0;1;22;4
448.3;False;False;29.81;87.86;;;20.53;3;1;22;4
448.1;False;False;17.51;33.35;;;;0;1;22;4
450.2;False;False;16.02;37.63;;;;0;1;22;4
450.1;False;False;22.89;178.17;;;16.52;2;1;22;4
426.4;False;False;10.0;16.19;;;;0;1;22;4
426.1;False;False;12.53;40.11;;;;0;1;22;4
436.3;False;True;6.44;2.18;;;;0;1;22;4
436.1;False;False;10.36;32.35;;;;0;1;22;4
406.1;False;False;29.5;51.43;;;22.35;1;1;22;4
406.2;False;False;30.4;215.65;;;;0;1;22;4
446.1;False;True;27.1;16.01;;;;0;1;22;4
446.3;False;False;26.33;27.2;;;;0;1;22;4
419.2;False;True;27.5;8.65;;;;0;1;22;4
419.1;False;False;34.86;81.06;;;;0;1;22;4
435.1;False;False;31.04;56.91;;;13.65;1;1;22;4
435.3;False;False;31.48;35.53;;;;0;1;22;4
438.1;False;True;23.45;14.11;;;11.63;1;1;22;4
438.3;False;True;122.19;75.55;;;8.86;2;1;22;4
449.1;False;False;34.02;36.32;;;25.19;10;1;22;4
449.2;False;False;19.34;38.51;;;;0;1;22;4
445.1;False;False;35.1;39.56;;;;0;1;22;4
445.2;False;True;27.37;20.51;;;;0;1;22;4
433.3;False;False;25.81;68.95;;;;0;1;22;4
433.1;False;False;25.54;34.19;;;24.62;1;1;22;4
414.1;False;False;8.08;58.41;;;;0;1;22;4
414.3;False;True;23.05;19.48;;;12.24;2;1;22;4
422.1;False;False;16.06;18.61;;;;0;1;22;4
422.3;False;False;20.35;20.57;;;;0;1;22;4
407.1;False;False;13.29;427.57;;;;0;1;22;4
407.3;False;False;7.99;210.32;;;;0;1;22;4
428.3;False;False;17.94;47.22;;;;0;1;22;4
428.1;False;False;13.72;36.49;;;;0;1;22;4
842.1;False;False;16.6;38.79;;;;0;1;7;7
842.2;False;False;39.17;53.2;;;17.15;1;1;7;7
852.1;False;False;17.45;397.79;;;;0;1;7;7
852.2;False;False;42.31;75.73;;;15.45;1;1;7;7
824.3;False;False;13.81;21.89;;;;0;1;7;7
824.1;False;False;16.56;55.82;;;;0;1;7;7
836.1;False;False;28.56;50.18;;;;0;1;7;7
836.3;False;False;11.66;288.55;;;;0;1;7;7
853.1;False;False;14.6;72.17;;;;0;1;7;7
853.3;False;False;12.12;47.23;;;;0;1;7;7
816.1;False;False;36.67;50.1;;;21.4;1;1;7;7
816.2;False;False;112.81;164.47;8.2;53.99;8.2;2;1;7;7
843.2;False;False;16.63;83.1;;;14.4;1;1;7;7
843.1;False;False;65.8;132.78;;;15.43;2;1;7;7
812.1;False;False;100.58;181.0;13.18;81.38;15.24;1;1;7;7
812.2;False;False;14.38;24.86;;;;0;1;7;7
823.1;False;False;19.38;26.34;;;;0;1;7;7
823.3;False;False;43.36;77.81;;;17.83;1;1;7;7
832.2;False;False;11.57;37.6;;;;0;1;7;7
832.1;False;False;17.79;49.14;;;;0;1;7;7
835.1;False;False;61.33;110.0;;;20.09;1;1;7;7
835.3;False;False;14.53;216.47;;;;0;1;7;7
849.1;False;False;43.71;95.96;;;17.62;1;1;7;7
849.2;False;False;26.0;41.94;;;;0;1;7;7
851.3;False;True;128.09;117.31;37.6;36.6;18.39;12;1;7;7
851.1;False;False;16.68;24.25;;;;0;1;7;7
841.3;False;False;11.12;121.24;;;;0;1;7;7
841.1;False;False;14.93;72.76;;;;0;1;7;7
838.1;False;False;212.94;210.75;59.06;60.24;14.31;12;1;7;7
838.2;False;False;9.83;53.05;;;;0;1;7;7
827.2;False;False;10.24;115.05;;;;0;1;7;7
827.1;False;False;14.61;60.07;;;;0;1;7;7
833.1;False;False;19.7;30.36;;;;0;1;7;7
833.3;False;True;28.02;18.53;;;;0;1;7;7
846.2;False;False;10.92;88.56;;;;0;1;7;7
846.1;False;True;8.07;6.87;;;;0;1;7;7
825.1;False;False;28.27;41.3;;;23.39;1;1;7;7
825.2;False;False;12.74;71.67;;;;0;1;7;7
831.2;False;False;18.14;38.24;;;;0;1;7;7
831.1;False;False;11.04;74.81;;;;0;1;7;7
414.1;False;False;11.65;39.44;;;;0;1;4;4
414.3;False;False;18.35;32.07;;;;0;1;4;4
419.1;False;False;31.63;64.0;;;12.7;2;1;4;4
419.2;False;False;83.19;106.48;;;12.26;1;1;4;4
426.1;False;True;9.14;6.97;;;;0;1;4;4
426.4;False;True;12.59;11.32;;;;0;1;4;4
439.1;False;False;18.57;117.08;;;12.84;2;1;4;4
439.3;False;False;11.34;88.21;;;;0;1;4;4
417.1;False;False;25.27;77.24;;;6.78;1;1;4;4
417.2;False;False;42.64;54.42;;;14.75;1;1;4;4
420.1;False;False;12.44;17.61;;;;0;1;4;4
420.3;False;False;7.43;60.71;;;;0;1;4;4
436.3;False;False;18.01;45.22;;;;0;1;4;4
436.1;False;True;16.87;16.54;;;14.13;2;1;4;4
408.2;False;False;46.69;64.22;;;18.68;2;1;4;4
408.1;False;False;13.36;18.09;;;;0;1;4;4
434.2;False;False;28.32;47.68;;;10.96;4;1;4;4
434.1;False;False;10.82;28.87;;;;0;1;4;4
427.3;False;False;22.15;34.12;;;;0;1;4;4
427.1;False;False;19.81;39.27;;;;0;1;4;4
431.1;False;False;9.93;15.38;;;;0;1;4;4
431.2;False;False;9.24;67.29;;;;0;1;4;4
437.1;False;False;9.52;83.56;;;;0;1;4;4
437.3;False;False;137.52;278.64;6.56;150.01;6.56;2;1;4;4
421.1;False;False;7.46;311.97;;;;0;1;4;4
421.7;False;False;8.24;32.02;;;;0;1;4;4
449.1;False;False;10.87;27.41;;;;0;1;4;4
449.2;False;False;22.18;131.63;;;;0;1;4;4
435.1;False;False;18.88;33.55;;;16.9;1;1;4;4
435.3;False;False;8.89;31.41;;;;0;1;4;4
413.1;False;False;66.22;120.13;;;13.53;8;1;4;4
413.3;False;False;9.85;29.05;;;;0;1;4;4
422.1;False;True;13.72;12.22;;;;0;1;4;4
422.3;False;False;20.29;44.55;;;17.01;1;1;4;4
450.2;False;False;16.33;32.59;;;;0;1;4;4
450.1;False;False;9.88;36.78;;;;0;1;4;4
441.1;False;False;70.6;102.72;;;11.56;4;1;4;4
441.2;False;False;11.36;112.87;;;;0;1;4;4
411.5;False;False;13.49;150.5;;;;0;1;4;4
411.1;False;True;29.4;28.58;;;10.55;1;1;4;4
175.2;False;True;45.8;6.64;;;;0;1;25;2
175.1;False;False;43.7;57.39;;;;0;1;25;2
171.1;False;False;35.61;188.6;;;;0;1;25;2
171.3;False;True;35.65;24.87;;;8.17;3;1;25;2
140.3;False;False;58.07;318.7;;;31.85;3;1;25;2
140.1;False;False;31.99;36.31;;;;0;1;25;2
173.3;False;False;32.48;45.26;;;;0;1;25;2
173.1;False;False;38.77;131.94;;;36.64;1;1;25;2
156.1;False;True;32.96;18.22;;;;0;1;25;2
156.2;False;False;59.43;75.26;;;43.29;4;1;25;2
161.1;False;True;31.58;15.45;;;;0;1;25;2
161.2;False;False;28.16;116.58;;;;0;1;25;2
144.1;False;False;43.18;429.45;;;;0;1;25;2
144.2;False;False;31.29;200.04;;;;0;1;25;2
157.1;False;True;39.79;7.58;;;;0;1;25;2
157.3;False;False;36.26;258.04;;;;0;1;25;2
142.1;False;False;74.06;487.96;;;44.59;1;1;25;2
142.2;False;True;28.57;26.1;;;23.02;2;1;25;2
176.1;False;True;33.94;30.61;;;;0;1;25;2
176.3;False;False;29.62;72.31;;;;0;1;25;2
150.2;False;False;40.69;428.74;;;;0;1;25;2
150.1;False;False;30.17;80.31;;;;0;1;25;2
178.1;False;True;21.92;19.63;;;;0;1;25;2
178.3;False;False;28.95;72.6;;;;0;1;25;2
139.1;False;True;45.45;34.74;;;;0;1;25;2
139.3;False;False;37.7;273.26;;;;0;1;25;2
137.1;False;True;26.88;17.03;;;;0;1;25;2
137.3;False;False;37.34;191.87;;;;0;1;25;2
180.1;False;True;25.18;20.84;;;;0;1;25;2
180.2;False;False;20.97;90.4;;;;0;1;25;2
158.2;False;True;33.14;20.5;;;18.37;1;1;25;2
158.1;False;False;30.21;112.01;;;;0;1;25;2
146.1;False;False;29.56;228.53;;;;0;1;25;2
146.2;False;False;27.1;41.54;;;;0;1;25;2
164.1;False;True;28.55;23.29;;;17.6;3;1;25;2
164.3;False;True;30.45;18.49;;;;0;1;25;2
155.1;False;False;37.48;59.87;;;;0;1;25;2
155.3;False;False;15.4;124.75;;;;0;1;25;2
138.1;False;True;35.07;14.63;;;;0;1;25;2
138.2;False;False;30.33;255.28;;;;0;1;25;2
162.1;False;False;30.72;232.32;;;;0;1;25;2
162.2;False;False;26.08;228.03;;;;0;1;25;2
148.3;False;False;38.76;461.46;;;;0;1;25;2
148.1;False;False;52.04;73.27;;;33.69;2;1;25;2
145.1;False;True;40.0;33.83;;;23.12;2;1;25;2
145.2;False;False;37.54;111.45;;;;0;1;25;2
174.1;False;True;45.02;32.77;;;11.41;4;1;25;2
174.2;False;False;41.84;83.55;;;;0;1;25;2
166.1;False;False;37.16;499.23;;;;0;1;25;2
166.2;False;False;35.23;69.2;;;;0;1;25;2
177.3;False;True;36.44;26.94;;;;0;1;25;2
177.1;False;True;26.84;20.61;;;;0;1;25;2
160.1;False;False;21.36;85.11;;;;0;1;25;2
160.2;False;False;27.26;34.69;;;;0;1;25;2
153.3;False;True;44.16;36.42;;;;0;1;25;2
153.1;False;False;39.01;128.81;;;;0;1;25;2
179.1;False;True;35.06;18.71;;;;0;1;25;2
179.2;False;True;30.29;18.91;;;;0;1;25;2
163.1;False;False;29.37;33.46;;;28.07;1;1;25;2
163.2;False;True;23.95;8.34;;;;0;1;25;2
17.1;False;False;22.35;44.68;;;2.56;1;1;1;1
17.3;False;False;4.9;86.57;;;;0;1;1;1
22.2;False;False;3.71;58.74;;;;0;1;1;1
22.1;False;False;2.83;99.51;;;;0;1;1;1
21.3;False;False;2.43;3.61;;;;0;1;1;1
21.1;False;False;0.0;107.07;;;;0;1;1;1
24.1;False;False;4.57;51.01;;;;0;1;1;1
24.3;False;False;3.77;12.39;;;;0;1;1;1
12.1;False;False;4.18;31.4;;;;0;1;1;1
12.3;False;False;8.95;26.1;;;;0;1;1;1
45.3;False;False;4.01;31.78;;;;0;1;1;1
45.1;False;False;4.52;12.6;;;;0;1;1;1
13.1;False;False;3.88;142.79;;;;0;1;1;1
13.3;False;False;3.8;81.33;;;;0;1;1;1
1.1;False;False;4.27;19.91;;;;0;1;1;1
1.2;False;False;17.81;315.47;;;11.83;1;1;1;1
23.1;False;False;2.39;17.3;;;;0;1;1;1
23.2;False;False;4.66;42.48;;;;0;1;1;1
33.1;False;False;5.11;5.98;;;;0;1;1;1
33.2;False;False;2.42;13.11;;;;0;1;1;1
19.1;False;False;3.68;12.09;;;;0;1;1;1
19.3;False;False;4.0;20.51;;;;0;1;1;1
7.3;False;False;6.4;303.7;;;;0;1;1;1
7.1;False;False;3.82;65.14;;;;0;1;1;1
28.1;False;False;3.99;45.07;;;;0;1;1;1
28.2;False;False;4.53;113.44;;;;0;1;1;1
5.3;False;False;7.13;22.97;;;;0;1;1;1
5.1;False;False;10.26;83.37;;;;0;1;1;1
11.1;False;True;4.58;4.05;;;;0;1;1;1
11.3;False;False;1.74;29.02;;;;0;1;1;1
20.2;False;False;4.37;275.54;;;;0;1;1;1
20.1;False;False;4.88;39.57;;;;0;1;1;1
15.3;False;False;5.83;329.09;;;;0;1;1;1
15.1;False;False;8.52;63.98;;;;0;1;1;1
37.1;False;False;5.56;30.09;;;;0;1;1;1
37.3;False;False;4.6;10.46;;;;0;1;1;1
40.1;False;True;4.9;4.17;;;;0;1;1;1
40.2;False;False;5.99;97.47;;;;0;1;1;1
25.3;False;False;10.38;10.86;;;;0;1;1;1
25.1;False;False;8.76;32.02;;;7.3;1;1;1;1
18.1;False;False;4.51;18.74;;;;0;1;1;1
18.3;False;False;4.97;34.93;;;;0;1;1;1
31.3;False;False;4.97;5.95;;;;0;1;1;1
31.1;False;False;8.29;17.43;;;;0;1;1;1
38.2;False;False;4.17;35.09;;;;0;1;1;1
38.1;False;False;4.52;96.91;;;;0;1;1;1
35.1;False;False;3.04;351.77;;;;0;1;1;1
35.3;False;False;5.9;34.34;;;;0;1;1;1
29.1;False;False;6.04;36.33;;;;0;1;1;1
29.3;False;False;1.94;305.02;;;;0;1;1;1
41.1;False;False;3.41;3.97;;;;0;1;1;1
41.3;False;False;4.36;307.51;;;;0;1;1;1
14.3;False;False;10.93;19.16;;;;0;1;1;1
14.1;False;False;23.07;54.66;;;5.15;1;1;1;1
44.1;False;False;10.15;10.16;;;;0;1;1;1
44.2;False;False;6.44;34.53;;;;0;1;1;1
30.1;False;False;6.66;9.34;;;;0;1;1;1
30.2;False;False;5.33;34.87;;;;0;1;1;1
42.1;False;True;5.79;5.6;;;;0;1;1;1
42.2;False;False;4.43;15.48;;;;0;1;1;1
970.1;False;False;22.86;42.5;;;21.91;1;1;8;8
970.2;False;False;15.47;23.52;;;;0;1;8;8
968.2;False;False;22.33;38.3;;;;0;1;8;8
968.1;False;False;18.84;32.92;;;;0;1;8;8
962.4;False;True;24.06;18.65;;;16.52;2;1;8;8
962.1;False;False;18.57;30.56;;;;0;1;8;8
958.1;False;False;20.99;50.11;;;;0;1;8;8
958.3;False;False;20.05;167.15;;;;0;1;8;8
949.3;False;False;18.38;36.58;;;16.59;1;1;8;8
949.1;False;False;19.6;25.72;;;;0;1;8;8
973.1;False;False;15.38;25.79;;;;0;1;8;8
973.2;False;False;12.86;47.16;;;;0;1;8;8
988.2;False;False;13.42;257.36;;;;0;1;8;8
988.1;False;False;15.85;78.4;;;;0;1;8;8
969.3;False;False;13.35;19.77;;;;0;1;8;8
969.1;False;False;13.96;15.61;;;;0;1;8;8
947.1;False;True;14.95;14.05;;;;0;1;8;8
947.2;False;False;12.88;63.38;;;;0;1;8;8
948.3;False;False;12.1;114.21;;;;0;1;8;8
948.1;False;False;1.7;90.42;;;;0;1;8;8
986.1;False;False;16.82;20.51;;;;0;1;8;8
986.2;False;False;17.21;42.48;;;;0;1;8;8
967.3;False;False;14.92;15.71;;;;0;1;8;8
967.1;False;False;15.89;20.07;;;;0;1;8;8
974.2;False;False;25.93;32.07;;;;0;1;8;8
974.1;False;False;15.89;37.15;;;;0;1;8;8
990.1;False;False;15.57;26.92;;;;0;1;8;8
990.3;False;False;22.53;163.05;;;;0;1;8;8
979.2;False;False;6.4;80.21;;;;0;1;8;8
979.1;False;False;7.94;91.83;;;;0;1;8;8
950.1;False;False;11.26;46.09;;;;0;1;8;8
950.3;False;False;18.55;100.85;;;;0;1;8;8
972.3;False;False;22.23;29.14;;;;0;1;8;8
972.1;False;True;29.48;3.25;;;;0;1;8;8
953.1;False;True;25.05;20.35;;;;0;1;8;8
953.3;False;True;17.24;9.14;;;;0;1;8;8
954.1;False;False;16.55;34.68;;;;0;1;8;8
954.3;False;False;12.97;29.12;;;;0;1;8;8
960.3;False;False;16.56;40.41;;;;0;1;8;8
960.1;False;True;9.79;6.31;;;;0;1;8;8
571.2;False;False;28.16;32.78;;;22.01;4;1;9;5
571.1;False;False;40.53;59.24;;;12.41;2;1;9;5
546.1;False;False;12.77;49.96;;;;0;1;9;5
546.3;False;False;6.33;33.91;;;;0;1;9;5
558.1;False;False;4.63;134.57;;;;0;1;9;5
558.3;False;False;12.62;171.32;;;;0;1;9;5
543.1;False;False;31.08;79.41;;;19.43;1;1;9;5
543.3;False;False;23.55;45.95;;;;0;1;9;5
564.1;False;False;25.96;30.82;;;24.91;1;1;9;5
564.6;False;False;28.06;34.88;;;26.85;1;1;9;5
565.2;False;False;60.75;142.38;;;19.61;2;1;9;5
565.1;False;False;28.65;44.08;;;25.73;1;1;9;5
566.1;False;False;21.02;23.13;;;;0;1;9;5
566.2;False;False;17.56;38.17;;;;0;1;9;5
549.2;False;False;18.22;52.29;;;;0;1;9;5
549.1;False;False;22.98;40.07;;;;0;1;9;5
545.1;False;False;31.78;53.58;;;25.99;2;1;9;5
545.2;False;False;23.62;43.92;;;;0;1;9;5
575.3;False;False;29.38;38.74;;;;0;1;9;5
575.1;False;False;25.95;46.55;;;;0;1;9;5
557.4;False;False;23.17;244.97;;;;0;1;9;5
557.1;False;False;30.76;91.51;;;;0;1;9;5
583.4;False;True;27.63;8.86;;;;0;1;9;5
583.1;False;False;23.15;34.26;;;;0;1;9;5
548.2;False;False;25.2;33.83;;;;0;1;9;5
548.1;False;True;28.73;18.61;;;;0;1;9;5
552.1;False;True;27.47;22.63;;;18.04;2;1;9;5
552.3;False;False;67.09;150.94;;;26.03;1;1;9;5
581.3;False;False;34.57;148.95;;;10.22;1;1;9;5
581.1;False;False;24.9;36.09;;;;0;1;9;5
579.3;False;True;14.08;13.93;;;;0;1;9;5
579.1;False;False;15.35;21.82;;;;0;1;9;5
567.1;False;False;32.38;50.56;;;27.49;2;1;9;5
567.4;False;False;26.47;106.87;;;;0;1;9;5
584.1;False;True;23.55;18.6;;;11.86;1;1;9;5
584.3;False;False;32.22;66.1;;;28.79;1;1;9;5
550.1;False;True;30.38;14.92;;;;0;1;9;5
550.2;False;False;28.32;111.95;;;;0;1;9;5
573.3;False;False;24.64;60.75;;;;0;1;9;5
573.1;False;True;29.59;27.72;;;18.46;5;1;9;5
560.1;False;True;30.24;14.12;;;;0;1;9;5
560.3;False;False;18.8;24.16;;;;0;1;9;5
541.1;False;False;20.42;71.89;;;;0;1;9;5
541.2;False;False;26.36;34.23;;;;0;1;9;5
582.1;False;False;31.26;36.0;;;;0;1;9;5
582.2;False;False;24.7;118.0;;;;0;1;9;5
554.1;False;True;25.46;13.3;;;;0;1;9;5
554.3;False;False;23.95;39.58;;;;0;1;9;5
576.1;False;False;27.64;59.03;;;;0;1;9;5
576.4;False;False;23.68;78.43;;;;0;1;9;5
559.3;False;False;23.13;108.75;;;;0;1;9;5
559.1;False;False;20.89;87.71;;;;0;1;9;5
561.1;False;True;22.99;17.42;;;;0;1;9;5
561.2;False;False;44.76;178.38;;;24.37;1;1;9;5
553.2;False;True;29.56;16.95;;;;0;1;9;5
553.1;False;False;29.39;94.95;;;;0;1;9;5
568.1;False;True;38.93;36.14;;;24.3;1;1;9;5
568.3;False;False;20.82;98.15;;;;0;1;9;5
569.2;False;False;26.36;47.97;;;;0;1;9;5
569.1;False;False;19.79;123.1;;;;0;1;9;5
